,,,,,html-keyboard-response,22,156790,0.0-4.0-0.9,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,23,167194,0.0-4.0-1.9,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,10401,img/Andrena_fulva_25074448_1.jpg,2,response_1,Andrena fulva,true,
,,,,,html-button-response,24,172977,0.0-5.0,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,5782,"<p>Num. trials: 10, out of which 8 were correct.</p>
	      <p>You responded correctly on 80% of the trials.</p>
        <p>Your average response time was 9696ms.</p>
        <p>Click <strong>Continue</strong> to start the next task:</p>
        <p><strong>Task 2 (10 images): Assign a species while also knowing our model's prediction (marked red in title).</strong></p>",0,,,,
,,,,,html-keyboard-response,25,173728,0.0-6.0-0.0,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,26,184881,0.0-6.0-1.0,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,11150,img/Bombus_pratorum_21985654_1.jpg,4,response_pred,Bombus pratorum,true,Bombus pratorum
,,,,,html-keyboard-response,27,185142,0.0-6.0-0.1,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,28,190484,0.0-6.0-1.1,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,5338,img/Bombus_pratorum_45797034_2.jpg,4,response_pred,Bombus pratorum,true,Bombus pratorum
,,,,,html-keyboard-response,29,190738,0.0-6.0-0.2,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,30,195334,0.0-6.0-1.2,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,4592,img/Andrena_fulva_78969818_1.jpg,2,response_pred,Andrena fulva,true,Andrena fulva
,,,,,html-keyboard-response,31,195593,0.0-6.0-0.3,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,32,212254,0.0-6.0-1.3,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,16658,img/Andrena_bicolor_44969462_15.jpg,1,response_pred,Andrena bicolor,false,Andrena flavipes
,,,,,html-keyboard-response,33,212507,0.0-6.0-0.4,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,34,219653,0.0-6.0-1.4,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,7142,img/Bombus_pratorum_58000679_1.jpg,4,response_pred,Bombus pratorum,true,Bombus pratorum
,,,,,html-keyboard-response,35,220410,0.0-6.0-0.5,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,36,224597,0.0-6.0-1.5,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,4185,img/Bombus_terrestris_72770462_2.jpg,3,response_pred,Bombus lucorum,true,Bombus lucorum
,,,,,html-keyboard-response,37,224859,0.0-6.0-0.6,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,38,229401,0.0-6.0-1.6,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,4538,img/Andrena_bicolor_2799379_1.jpg,0,response_pred,Andrena bicolor,true,Andrena bicolor
,,,,,html-keyboard-response,39,229904,0.0-6.0-0.7,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,40,255851,0.0-6.0-1.7,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,25944,img/Andrena_flavipes_77801499_2.jpg,1,response_pred,Andrena flavipes,true,Andrena flavipes
,,,,,html-keyboard-response,41,256366,0.0-6.0-0.8,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,42,267346,0.0-6.0-1.8,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,10977,img/Bombus_pratorum_41522167_1.jpg,4,response_pred,Bombus pratorum,true,Bombus lucorum
,,,,,html-keyboard-response,43,267853,0.0-6.0-0.9,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,44,273999,0.0-6.0-1.9,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,6144,img/Andrena_flavipes_70667186_1.jpg,1,response_pred,Andrena flavipes,true,Andrena flavipes
,,,,,html-button-response,45,277899,0.0-7.0,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,3899,"<p>Num. trials: 10, out of which 9 were correct.</p>
	      <p>You responded correctly on 90% of the trials.</p>
        <p>Your average response time was 9667ms.</p>
        <p>Click <strong>Continue</strong> to start the next task:</p>
        <p><strong>Task 3 (10 images): Assign again a species only with the help of the prototypes 
	    (no model prediction revealed).</strong></p>",0,,,,
,,,,,html-keyboard-response,46,278151,0.0-8.0-0.0,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,47,305753,0.0-8.0-1.0,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,27601,img/Andrena_flavipes_8430646_1.jpg,1,response_2,Andrena flavipes,true,
,,,,,html-keyboard-response,48,306013,0.0-8.0-0.1,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,49,311011,0.0-8.0-1.1,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,4995,img/Andrena_bicolor_70615494_2.jpg,0,response_2,Andrena bicolor,true,
,,,,,html-keyboard-response,50,311262,0.0-8.0-0.2,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,51,313647,0.0-8.0-1.2,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,2382,img/Bombus_pratorum_45583159_2.jpg,4,response_2,Bombus pratorum,true,
,,,,,html-keyboard-response,52,314149,0.0-8.0-0.3,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,53,327753,0.0-8.0-1.3,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,13601,img/Andrena_flavipes_41517541_3.jpg,0,response_2,Andrena flavipes,false,
,,,,,html-keyboard-response,54,328263,0.0-8.0-0.4,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-button-response,55,332341,0.0-8.0-1.4,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,4075,img/Bombus_terrestris_53835710_1.jpg,3,response_2,Bombus lucorum,true,
,,,,,html-keyboard-response,56,333093,0.0-8.0-0.5,12,1,2023-04-13 07:43:03,1075581b3d7bed61cf7b4848055b0d0e,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.39",WebKit,Edge,112.0.1722.39,Windows,10.0,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
