INPUTimage,OUTPUTresult,OUTPUTfirst_answer,GOLDENresult,GOLDENfirst_answer,HINTtext,HINTdefault_language,ASSIGNMENTlink,ASSIGNMENTtask_id,ASSIGNMENTassignment_id,ASSIGNMENTtask_suite_id,ASSIGNMENTworker_id,ASSIGNMENTstatus,ASSIGNMENTstarted,ASSIGNMENTsubmitted,ACCEPTverdict,ACCEPTcomment
https://i.ibb.co/GHV9Mxt/Andrena-fulva-70388818-1-easy.jpg,flavipes,"""flavipes""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,84f329dc-1f67-453b-ab83-a5fbc4e0ee56,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/vz6b6QD/Andrena-fulva-83947290-1-hard-wrong-bic.jpg,bicolor,"""bicolor""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,35491e89-e8d8-4b17-9517-79098954a1d6,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/M6pTDd0/Andrena-flavipes-74134704-3-hard-corr.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,004a9ffa-1127-4e5e-9e24-2bc8a3e262c0,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/TTjN3mK/Andrena-fulva-24752696-1-easy.jpg,fulva,"""fulva""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,bdf0fd4c-8d02-4baa-ab8a-8f19b583c693,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/GngqV2c/Andrena-bicolor-43644050-1-hard-corr-brown.jpg,bicolor,"""bicolor""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,cc6ebe0f-d2ee-42fb-ab25-6e95476c3d28,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/0XwZFHL/Andrena-bicolor-70513296-4-hard-wrong-fla.jpg,bicolor,"""bicolor""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,6c18d252-96c8-4ae6-bf81-5dee5da96a72,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/8jyCSBS/Andrena-flavipes-11582465-1-hard-corr.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,9d836398-b7c4-4a49-8270-87804ef27731,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/RYdsVJR/Andrena-bicolor-39748872-3-easy-brown.jpg,bicolor,"""bicolor""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,a48058bb-2233-43c8-b19b-aeef9b78b50a,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/vxXpWJR/Andrena-fulva-70388239-1-easy-orange-brown.jpg,fulva,"""fulva""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,fc8fba8c-968b-42a0-9c81-4db66d1f76d5,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/ZJjh9Tb/Andrena-flavipes-33484614-1-easy.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,e77c281b-2120-4a91-b892-21e6814f939d,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/mcwCqHx/Andrena-bicolor-2799379-1-easy.jpg,bicolor,"""bicolor""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,8ad44daa-d259-43af-bb9a-3cad0bfdca88,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/3zm4s0T/Andrena-fulva-98383613-1-hard.jpg,fulva,"""fulva""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,643290f1-2b45-40f5-8fcf-be228918d2ae,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/KjnbMpC/Andrena-flavipes-42347630-2-easy.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,6849815c-529f-4715-95b7-17371f2598e9,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/k3K88mP/Andrena-bicolor-71944410-1-hard.jpg,fulva,"""fulva""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,1c39d2de-c0b9-4444-8047-4bb24ee5780b,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/B4CMYZt/Andrena-fulva-89492509-1-hard.jpg,fulva,"""fulva""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,1ec7833e-0a21-4a37-83e5-942c33963ef3,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/gSq05rL/Andrena-bicolor-71835166-1-easy.jpg,bicolor,"""bicolor""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,5c3f5f6d-c07a-4d0b-9264-cfb5207a973f,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/HgKqJZc/Andrena-fulva-90803821-3-hard.jpg,fulva,"""fulva""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,1f59c76a-7feb-4900-8d7c-9a85b60b0c5a,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/f9rM9rH/Andrena-bicolor-72391501-4-hard.jpg,bicolor,"""bicolor""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,1a611329-ca9d-44de-b748-d0400f319ebb,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/ZTKtfRq/Andrena-fulva-41818491-1-easy.jpg,fulva,"""fulva""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,2b52df64-fdd1-4226-b19b-beea99abf2a5,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/MV1vk9t/Andrena-bicolor-40186737-3-easy.jpg,fulva,"""fulva""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce4d2e91040508fb105c,7aeb1f59-8515-4174-9712-9eac8a19b3dd,00028b3570--6597ce4d2e91040508fb105c,00028b3570--65942db746099156639a3e34,b3676cbe6523f3ed7f0fb305bb9265ef,SUBMITTED,2024-01-05T09:39:25.671,2024-01-05T09:42:07.388,,
https://i.ibb.co/k3K88mP/Andrena-bicolor-71944410-1-hard.jpg,flavipes,"""flavipes""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,27c45f1c-e2ba-49a7-b3e7-0dd471f9a2b1,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/MV1vk9t/Andrena-bicolor-40186737-3-easy.jpg,bicolor,"""bicolor""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,b203bb4d-0aac-44e8-a2d8-7fd27c043a7f,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/5YM103j/Andrena-flavipes-74766389-2-hard.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,9ae9a3e6-f689-4a28-bcde-83c4c6beeeea,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/RYH8pFz/Andrena-fulva-74644101-1-easy.jpg,flavipes,"""flavipes""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,cb7bd4a4-b356-4286-94cc-d470711cea5a,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/mcwCqHx/Andrena-bicolor-2799379-1-easy.jpg,flavipes,"""flavipes""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,6c9ba3f1-1fe4-4d06-a275-bcc2c7bc3d2b,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/HgKqJZc/Andrena-fulva-90803821-3-hard.jpg,bicolor,"""bicolor""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,c6e3be53-e4fc-4957-af30-8dad73bdd38b,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/6YJdd4p/Andrena-fulva-41623103-3-easy.jpg,flavipes,"""flavipes""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,489404a3-dbd0-48e6-a752-04f1c2b0b944,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/f9rM9rH/Andrena-bicolor-72391501-4-hard.jpg,flavipes,"""flavipes""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,f0189970-cff8-4c5a-8a8d-416c98c29194,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/0yRDcXT/Andrena-flavipes-75178065-1-hard.jpg,bicolor,"""bicolor""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,dde35809-2fe4-4ee3-9147-64b044a5f708,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/FsFwXSJ/Andrena-flavipes-50557228-1-easy.jpg,bicolor,"""bicolor""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,34502ec1-6b13-400b-8d4b-314976251a88,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/GngqV2c/Andrena-bicolor-43644050-1-hard-corr-brown.jpg,bicolor,"""bicolor""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,11e2f2d7-7472-46b9-8555-b1cd622cf26f,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/GHV9Mxt/Andrena-fulva-70388818-1-easy.jpg,fulva,"""fulva""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,f59f8175-4b27-43a5-bb14-3cea48fc7e6e,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/M6pTDd0/Andrena-flavipes-74134704-3-hard-corr.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,db82ab1e-335d-465b-9702-5a391b446a24,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/8jyCSBS/Andrena-flavipes-11582465-1-hard-corr.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,f6270a3b-ad41-4680-b185-f931eee83132,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/vxXpWJR/Andrena-fulva-70388239-1-easy-orange-brown.jpg,fulva,"""fulva""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,578105a7-bb90-4922-83a3-a138df592d80,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/ph9xpJt/Andrena-flavipes-5795371-2-easy.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,02309f5c-1fa2-4112-ac84-b214746106b1,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/ZJjh9Tb/Andrena-flavipes-33484614-1-easy.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,4eec13e2-beca-4439-8be8-fcc7b63df60c,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/vz6b6QD/Andrena-fulva-83947290-1-hard-wrong-bic.jpg,bicolor,"""bicolor""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,0d75dd73-31f7-4268-b5ae-75041c4734e0,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/TTjN3mK/Andrena-fulva-24752696-1-easy.jpg,fulva,"""fulva""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,99510816-4436-41ad-a651-3487b415b158,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/8jW4036/Andrena-flavipes-70512188-3-hard-corr.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,665fc747-44ea-439e-b522-7e53f65986b6,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/znwNL0b/Andrena-fulva-25074448-1-hard.jpg,bicolor,"""bicolor""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,10003f5f-9108-40a1-9f5c-7e8964173a25,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/gSq05rL/Andrena-bicolor-71835166-1-easy.jpg,bicolor,"""bicolor""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,3914235d-ecec-461e-b174-d9b9227a1046,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/ZTKtfRq/Andrena-fulva-41818491-1-easy.jpg,bicolor,"""bicolor""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,93693b34-ca61-473b-b205-6c19ce600891,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/VprcpHZ/Andrena-bicolor-84691158-1-hard.jpg,flavipes,"""flavipes""",bicolor,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,f40d2513-052f-4489-b14f-beae9c5dee84,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/B4CMYZt/Andrena-fulva-89492509-1-hard.jpg,bicolor,"""bicolor""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,80d08a80-f4b3-4adc-89af-6ab3bbc6ee81,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/4Vc0mdt/Andrena-flavipes-86140038-1-hard.jpg,bicolor,"""bicolor""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,fd2e61f4-37e7-4e2e-ba24-a84ee13af442,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/x5vw5WM/Andrena-flavipes-41750715-1-easy.jpg,flavipes,"""flavipes""",flavipes,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,9592628a-0e76-47dd-bf20-9614f67b6e56,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
https://i.ibb.co/3zm4s0T/Andrena-fulva-98383613-1-hard.jpg,bicolor,"""bicolor""",fulva,,,,https://platform.toloka.ai/task/42677616/00028b3570--6597ce512e91040508fb10b6,7d56c80e-4d0a-4450-bfa1-229c62256ae7,00028b3570--6597ce512e91040508fb10b6,00028b3570--65942db746099156639a3db6,e2aaa872ffc1585df84a54ea32da6caf,SUBMITTED,2024-01-05T09:39:29.468,2024-01-05T09:42:58.380,,
